idade;evasao;genero_id;estado_civil_id;formacao_id;departamento_id;faixa_salarial_id;cargo_id;tempo_trabalho;quantidade_empresas_trabalhou;quantidade_anos_trabalhados_anteriormente;faculdade_id;aumento_percentual_do_salario;distancia_de_casa;anos_com_o_atual_gestor;anos_na_empresa;cpf
36;Não;1;2;1;1;19;0;9;4;16;1;11;3;12;13;47278738446
57;Não;1;2;1;0;13;4;2;2;15;1;11;1;2;3;18946951532
40;Não;0;2;0;0;4;2;7;3;10;1;13;10;7;7;36657107846
21;Não;1;0;1;1;5;6;2;1;3;2;24;9;2;3;27218218165
33;Sim;0;0;2;1;5;6;0;1;1;0;13;5;0;1;28971883078
37;Não;0;2;1;0;6;2;4;6;17;0;20;10;3;5;25260276226
46;Não;0;2;1;0;10;3;0;2;7;1;14;7;0;1;75168263194
41;Sim;1;0;2;1;18;0;7;1;8;0;18;4;7;8;51524432260
50;Não;1;0;3;0;20;4;3;6;20;0;15;10;3;4;50499551008
40;Sim;1;2;2;1;12;0;4;2;8;2;12;22;0;6;40201746147
31;Não;1;0;0;0;5;1;2;0;3;1;16;9;2;2;79871754906
21;Sim;0;0;0;1;5;6;0;1;1;0;15;12;0;1;31684155780
29;Não;1;0;0;0;4;1;2;9;6;0;16;23;2;3;38232763856
35;Não;1;0;0;0;13;4;1;9;10;1;19;9;0;1;50958841426
27;Não;1;1;1;0;7;2;2;1;5;2;11;1;4;5;68317829316
28;Não;1;0;0;1;10;0;5;1;7;1;16;9;7;7;72538902078
49;Não;1;0;4;0;21;4;2;8;26;0;24;7;0;5;10378105803
51;Não;0;2;0;1;9;0;7;4;18;2;11;14;7;7;87774535660
36;Não;0;2;0;0;5;1;2;4;6;0;13;2;2;2;66176594757
34;Sim;1;0;2;1;10;0;2;8;9;0;13;19;4;5;18503153612
55;Não;0;0;0;0;30;5;4;2;30;0;13;2;2;5;73843775855
24;Não;0;1;2;1;8;0;2;1;5;1;12;10;3;5;58391276350
30;Não;1;2;3;1;4;6;0;1;1;3;18;2;0;1;22441837459
26;Sim;1;0;3;0;6;1;4;0;7;3;22;3;4;6;76598241753
22;Não;0;2;1;0;4;1;1;1;2;0;13;11;2;2;49188668306
36;Não;1;2;1;1;15;0;9;1;10;2;13;2;0;10;34739088221
30;Sim;1;0;3;0;4;1;0;9;3;0;23;4;0;1;90163429454
37;Não;0;1;0;0;6;2;7;1;18;0;12;14;17;18;37290412735
40;Não;0;1;2;1;11;0;4;7;8;2;12;2;3;5;21985458278
42;Não;0;1;0;0;5;2;2;3;8;1;16;1;2;5;48485444613
37;Não;1;0;0;0;8;3;0;2;18;1;12;10;1;1;12597994519
43;Não;1;1;0;0;28;7;10;1;25;0;11;12;9;25;68245911125
40;Não;0;2;1;0;6;2;0;6;20;0;22;2;0;1;12229345860
54;Não;1;2;1;0;30;7;2;4;24;2;11;5;2;4;66646494344
34;Não;0;2;2;1;13;0;2;9;6;1;15;4;2;3;88508872802
31;Não;0;2;1;0;8;3;10;1;13;2;12;7;12;13;31999824676
43;Não;1;2;1;0;4;2;2;7;8;0;20;21;2;3;66888758935
43;Não;0;1;4;0;9;4;2;4;8;1;14;8;2;5;32061350529
25;Não;0;0;0;1;8;0;4;1;5;2;11;4;3;5;10994839645
37;Não;0;2;1;0;8;1;11;3;15;4;15;25;7;13;86106404486
31;Não;1;2;0;0;4;2;2;1;4;2;12;1;2;4;57058716035
39;Não;1;1;0;0;30;5;8;1;21;3;14;1;6;21;22272647216
56;Não;0;2;0;1;26;0;7;9;36;0;11;6;7;7;33400947920
30;Não;0;0;3;1;13;0;4;0;6;0;11;12;4;5;7196542930
41;Não;1;2;2;1;16;0;7;1;10;0;16;1;7;10;75202489861
28;Não;1;1;1;0;9;2;0;1;10;2;12;17;8;10;88299850231
25;Sim;1;2;1;0;8;2;2;5;6;0;13;3;2;2;87969584909
52;Não;1;2;1;0;15;3;4;2;28;0;14;3;4;5;49224499696
45;Não;1;2;0;0;5;1;2;3;8;2;21;10;2;2;47776563391
52;Não;0;2;0;0;30;5;2;2;31;2;13;4;4;5;55412416728
42;Não;0;1;0;0;9;1;4;2;19;2;11;29;2;5;10634880256
30;Não;0;0;0;0;12;3;4;2;11;0;20;2;2;5;79190472439
60;Não;0;2;0;0;30;5;8;5;33;0;11;7;10;29;12059332245
46;Não;0;1;1;0;9;3;7;2;19;0;14;18;8;10;41346079726
42;Não;0;2;3;0;9;4;5;0;7;1;11;28;4;6;38732670394
24;Sim;0;0;3;1;6;6;3;1;6;3;16;1;4;5;49788988375
34;Sim;0;1;2;1;4;6;2;0;3;2;16;6;0;2;75074922525
38;Não;1;2;0;0;3;2;0;1;1;2;23;2;0;1;17656548270
40;Não;0;2;0;1;30;5;15;0;21;1;14;2;12;20;91928139197
26;Não;0;1;0;0;5;1;2;1;3;0;22;23;2;3;88659980590
30;Não;1;2;0;0;4;2;3;4;9;0;15;3;4;5;71214018717
29;Não;1;2;1;0;23;7;2;1;10;1;18;3;7;10;73103328216
29;Sim;0;2;3;0;5;1;2;5;6;4;16;25;1;2;43121842453
19;Sim;1;0;3;2;5;8;0;1;1;2;12;2;0;1;76837608269
30;Não;0;2;4;1;16;0;8;0;10;1;11;22;8;9;51947278935
57;Não;1;1;2;1;28;5;0;3;32;0;12;29;0;1;3743996244
50;Não;1;2;0;0;30;5;10;0;28;1;15;29;7;27;69143537114
30;Não;0;0;1;0;5;2;7;0;12;0;14;2;7;11;42129575727
60;Não;0;2;2;1;20;0;13;4;22;0;19;28;11;18;7811020530
47;Não;0;1;1;0;10;3;0;5;20;2;13;2;4;5;4170707836
46;Não;1;2;0;0;30;7;2;6;26;0;13;2;1;3;92965758696
35;Não;1;0;0;0;8;2;4;0;6;0;15;22;3;5;4212068407
54;Não;0;0;0;0;7;2;0;7;19;1;11;8;0;1;23532031643
34;Não;1;1;0;0;5;1;3;3;14;1;12;2;7;7;43385010828
46;Não;0;2;2;1;18;0;2;2;15;0;19;10;2;3;99224175998
31;Não;1;1;0;0;21;3;8;1;13;3;25;9;8;13;72804958951
33;Sim;1;2;1;0;27;5;6;7;15;3;12;15;7;7;1520871351
33;Sim;1;1;1;0;6;2;3;7;8;3;13;10;3;4;87822665289
30;Não;1;0;2;1;5;6;2;0;4;3;14;7;2;3;93768519141
35;Não;1;2;0;0;15;4;7;4;10;0;12;16;0;8;83835288171
31;Sim;1;2;0;0;19;4;0;3;12;0;12;20;0;1;27935170154
34;Sim;0;1;5;2;19;8;2;9;11;0;15;23;2;3;83973347767
42;Não;1;2;4;0;4;2;2;4;8;2;17;5;0;2;29846143028
36;Não;1;0;1;1;19;0;3;1;10;1;14;10;7;10;45239146564
22;Sim;1;0;3;0;7;2;2;5;4;3;16;4;2;2;28956245129
48;Não;0;2;2;1;8;0;7;2;14;4;14;2;7;9;14402631586
55;Não;0;0;0;1;30;5;9;3;37;4;23;18;7;10;72958502250
41;Não;1;0;0;1;12;0;3;7;16;2;14;10;10;14;84327607522
35;Não;1;2;2;1;9;0;9;9;15;0;11;1;9;11;35425440659
40;Não;0;0;0;0;26;3;6;7;22;0;15;6;13;20;62275551187
39;Não;0;2;0;0;7;2;3;1;8;3;11;8;7;8;19778744154
31;Não;1;0;0;1;13;0;5;4;10;3;13;2;5;6;53244288290
42;Não;1;2;1;0;14;3;9;1;10;0;21;24;8;10;12659898491
45;Não;1;2;4;1;9;0;7;0;9;0;19;2;7;8;14091654688
26;Sim;0;1;0;2;5;8;7;0;8;1;11;17;0;7;20416324301
29;Não;1;1;3;0;8;3;2;4;8;0;12;19;2;3;72434352254
33;Não;0;1;1;0;30;7;1;4;10;4;19;1;5;6;59035966442
31;Não;1;1;0;1;23;5;4;9;10;0;21;7;1;5;39863182628
18;Sim;1;0;2;1;3;6;0;1;0;0;14;5;0;0;68294704075
40;Não;1;1;4;1;21;0;0;3;20;0;15;28;1;1;6699538523
41;Não;0;0;4;0;13;4;7;2;10;1;17;2;7;8;12246193455
26;Não;1;1;1;1;8;0;0;5;8;2;12;29;0;0;41182534602
35;Não;0;0;1;1;9;0;4;1;5;0;16;1;3;5;6375383446
34;Não;1;0;0;1;10;0;7;1;10;1;12;21;7;10;10471638411
26;Sim;1;0;3;0;4;2;0;1;1;0;18;24;0;1;43393460306
37;Não;0;0;3;0;14;3;5;4;12;0;17;1;2;6;60299271168
46;Não;0;2;1;0;21;4;2;5;28;3;11;18;2;2;91143825085
41;Não;0;2;0;1;30;5;16;7;22;4;16;2;8;18;5360441402
37;Não;1;1;1;1;17;0;5;1;9;1;13;9;7;9;61334388251
52;Não;1;1;3;0;11;1;9;3;18;2;12;6;9;10;65097956051
32;Sim;1;2;4;1;9;0;2;8;6;1;12;11;2;4;63889332155
24;Não;1;2;1;1;4;6;2;0;3;0;13;24;1;2;72866597749
38;Não;0;2;1;0;19;4;0;3;18;0;19;10;0;1;18108157435
37;Não;0;2;0;0;12;3;5;6;8;1;12;1;3;6;47284815461
49;Não;1;1;0;0;30;7;9;1;31;1;17;18;9;31;86342598514
24;Não;1;2;1;0;5;1;5;1;6;0;11;23;4;6;48252594559
26;Não;1;2;2;1;12;0;3;1;6;2;20;28;4;5;57028519725
24;Não;1;2;4;0;4;2;0;1;1;2;21;17;0;1;37955731373
50;Não;1;2;1;2;30;5;5;1;32;0;11;3;7;32;3007164888
25;Não;1;2;1;1;4;6;4;1;7;3;11;13;6;7;32926187385
24;Sim;0;2;0;0;5;2;3;1;6;0;16;7;2;6;20553957851
30;Sim;1;2;0;1;4;6;0;1;1;1;18;12;0;1;41841345237
34;Não;1;2;0;0;7;1;5;1;6;2;13;1;3;6;40338388368
31;Sim;1;1;1;1;8;0;1;2;9;1;17;13;2;3;67983611428
35;Não;1;0;4;0;7;2;2;4;9;2;14;25;2;3;49053341748
31;Não;1;1;1;1;10;0;7;4;13;1;22;6;7;7;67230272226
27;Não;0;1;1;0;4;1;3;0;6;1;12;6;3;5;79511000237
37;Não;1;2;2;1;19;0;0;4;17;0;11;2;0;3;99348145847
20;Não;0;0;0;0;5;1;0;1;1;0;13;1;0;1;55818074337
42;Não;0;2;0;0;8;4;2;1;10;1;13;2;2;10;78619136045
43;Não;1;1;4;0;30;7;0;4;21;1;14;6;0;1;59836332333
38;Não;0;0;0;0;5;1;0;3;8;3;17;1;0;0;8669533748
43;Não;1;1;1;0;11;2;7;3;10;4;13;9;7;8;15224092273
48;Não;0;2;0;0;30;5;2;7;21;1;11;1;2;3;8832842110
44;Não;0;0;0;2;11;8;2;4;10;1;11;1;2;2;59226814702
34;Não;0;1;3;1;5;6;2;1;8;0;18;14;6;8;15954472251
27;Sim;1;1;2;1;6;6;3;0;5;3;11;2;2;4;94567199972
21;Não;1;0;3;1;6;6;2;1;3;3;11;22;2;3;62833617190
44;Não;1;2;4;0;30;5;2;4;26;1;12;3;1;2;68933630461
22;Não;1;2;1;0;5;1;2;0;3;3;20;6;2;2;62540976752
33;Não;1;1;2;1;14;0;0;0;6;1;12;8;2;5;30836303341
32;Não;0;2;0;0;12;1;4;1;6;1;12;9;5;6;79537248111
30;Não;0;1;1;0;4;1;0;1;1;0;20;3;0;1;33232040631
53;Não;0;0;1;1;16;0;7;7;18;3;20;1;10;14;89735370144
34;Não;1;2;0;0;5;1;9;1;10;4;12;1;8;10;39557820000
45;Sim;0;2;0;1;8;0;1;2;5;1;14;26;0;1;46511855479
26;Não;0;2;0;0;5;2;2;1;3;0;13;6;2;3;65215116474
37;Não;1;2;4;0;18;3;7;1;10;0;15;3;8;10;62618383391
29;Não;0;2;1;1;11;0;0;1;6;2;14;3;2;6;81819819374
35;Não;1;0;0;0;13;1;11;1;17;1;13;6;8;17;90898237344
33;Não;1;1;0;0;15;4;11;3;15;0;23;6;7;13;77953166442
54;Não;1;2;1;2;21;8;7;2;16;1;15;19;1;9;54580165321
36;Não;1;1;1;0;17;3;2;2;13;2;11;9;2;3;77869931449
27;Não;1;0;1;0;4;1;2;0;5;1;13;3;1;4;70133840629
20;Sim;1;0;1;0;2;1;0;1;1;3;11;10;1;1;74831126166
33;Sim;1;0;0;0;6;1;8;1;10;0;11;3;7;10;27746689213
35;Não;1;2;0;0;2;2;0;1;1;0;18;3;0;1;59474715240
23;Não;1;2;1;0;5;1;2;2;5;0;16;4;2;3;55734847558
25;Não;1;2;0;1;9;0;2;0;4;0;22;8;2;3;5706784456
38;Não;0;0;2;1;8;0;7;0;8;1;20;7;5;7;10376334610
29;Não;1;1;0;0;5;1;7;1;10;1;18;1;8;10;74065826637
48;Não;1;2;2;1;16;0;2;3;12;3;12;2;2;2;78990889018
27;Não;0;1;1;1;9;0;5;1;6;3;20;3;4;6;38632141252
37;Não;1;0;0;0;9;1;0;3;4;2;17;10;0;1;81710726408
50;Não;1;2;1;0;6;2;8;1;20;3;11;28;8;20;593015707
34;Não;0;0;1;0;17;4;7;1;9;0;14;9;7;8;40996314962
24;Sim;0;0;0;1;9;0;2;9;4;2;14;3;0;2;63141816190
39;Não;0;0;3;0;9;4;7;1;20;1;11;2;10;20;83779051901
32;Não;1;0;2;1;10;0;7;1;10;0;12;10;8;10;31899949653
50;Sim;1;2;3;1;13;0;3;3;18;2;14;8;3;4;81932929328
38;Não;0;0;0;0;15;4;7;0;10;1;13;1;8;9;84234434222
27;Não;0;2;0;0;14;3;7;1;9;2;11;1;7;9;32803355871
32;Não;0;0;0;0;22;7;7;3;10;2;15;3;7;7;48412787425
47;Não;1;0;2;1;9;0;7;2;20;1;12;14;7;7;20755169206
40;Não;1;2;0;1;20;0;13;5;20;1;21;5;12;18;28171358073
53;Não;1;2;0;0;29;7;1;3;32;0;19;7;3;5;70737706078
41;Não;1;1;5;2;30;5;6;3;23;1;15;10;6;21;96267477508
60;Não;1;0;2;1;10;0;2;8;10;1;14;16;2;2;67434612518
27;Não;1;1;0;0;17;3;7;1;9;2;21;10;7;9;16824621562
41;Não;1;2;5;2;30;5;7;1;22;0;12;1;10;22;90165816311
50;Não;1;2;2;1;7;6;2;7;4;1;15;8;2;2;49613339539
28;Sim;0;0;0;0;4;1;7;7;10;2;13;1;7;7;82943079490
36;Não;0;2;0;0;23;7;7;9;10;0;14;8;5;8;85276892890
38;Não;0;0;0;0;15;3;0;4;10;0;14;1;0;1;93882569611
44;Não;1;0;1;0;7;2;2;2;9;0;14;24;4;5;5498592556
47;Não;0;1;1;1;27;0;2;9;28;0;12;3;13;22;24606178465
30;Não;1;1;2;1;10;0;7;7;10;4;23;27;7;8;53797726956
29;Não;1;0;0;1;5;6;0;1;1;0;11;10;0;1;2679177298
42;Sim;1;1;1;0;5;1;2;6;7;0;12;19;2;2;68854690519
43;Não;1;2;0;1;13;0;2;3;7;0;18;15;2;2;80892242214
34;Não;0;0;1;0;12;4;1;3;10;2;11;8;3;5;29041154742
23;Não;1;2;1;0;5;2;3;1;5;3;14;9;2;4;77353949781
39;Não;0;2;5;2;12;8;3;9;12;0;15;3;6;8;86343456013
56;Não;1;2;1;0;22;4;7;7;30;0;11;9;1;10;76772868246
40;Não;0;0;1;0;4;1;2;0;5;3;20;2;3;4;7304232936
27;Não;0;0;1;0;13;4;6;8;9;0;19;7;7;7;77473446203
29;Não;1;1;2;1;4;6;2;1;2;0;14;10;2;2;17378166327
53;Não;1;0;0;0;4;2;2;2;19;0;17;6;2;2;54811577416
35;Não;0;1;0;0;10;4;0;2;16;1;11;2;0;1;69569550933
32;Não;1;2;0;0;10;2;8;1;10;1;15;24;7;10;81276263580
38;Não;1;2;1;0;6;1;0;6;6;4;13;2;1;1;42716432309
34;Não;0;1;0;0;10;3;0;3;7;4;14;8;0;0;50408588034
52;Não;1;2;2;1;30;5;6;1;34;1;11;3;16;34;65094208741
33;Sim;1;0;4;0;5;1;9;1;10;1;13;1;8;10;21206948416
25;Não;0;0;1;1;12;0;5;1;6;3;23;26;4;6;99739117255
45;Não;1;0;3;1;13;6;7;0;9;2;13;2;1;8;46515009868
23;Não;1;0;1;0;7;1;2;1;2;3;18;10;2;2;51364678367
47;Sim;0;0;0;1;12;0;4;4;8;2;12;27;3;5;28427808942
34;Não;1;0;4;1;12;0;5;1;6;0;22;2;4;6;81254066183
55;Sim;1;2;1;0;30;5;2;5;24;0;13;2;4;5;15110781975
36;Não;1;0;0;1;15;0;7;1;10;1;15;8;9;10;94521803657
52;Não;1;2;1;0;8;1;3;0;5;1;18;19;2;4;50416246011
26;Não;0;1;0;0;8;2;2;3;5;2;14;1;0;2;52836860949
29;Não;0;2;1;0;8;4;7;4;11;0;12;27;1;8;47592341847
26;Sim;1;0;3;1;10;0;3;6;6;0;17;8;2;4;45435242931
34;Não;0;0;0;0;6;1;2;2;10;1;16;1;3;4;22602920247
54;Não;0;1;1;0;10;3;3;9;9;1;11;19;4;5;19547516379
27;Não;1;2;2;1;8;0;2;0;5;3;19;8;1;4;23187822654
37;Não;0;1;0;0;5;1;3;0;6;3;13;10;3;5;80241442352
38;Não;0;0;0;0;11;3;7;6;17;1;12;2;12;15;45826947861
34;Não;0;0;1;0;8;1;5;1;6;1;11;2;3;6;28498779375
35;Não;0;2;0;1;5;6;2;1;3;1;16;8;2;3;76003539044
30;Não;1;2;0;0;7;2;2;3;7;0;21;1;2;2;83426274342
40;Não;0;2;1;0;8;4;7;1;8;2;24;2;7;8;17743163963
34;Não;0;2;0;1;13;0;2;5;6;2;17;8;2;3;68860202960
42;Não;1;1;0;0;30;5;7;1;24;0;13;8;9;24;1778395289
23;Sim;1;2;0;0;3;2;0;1;1;0;21;6;0;0;67487929513
24;Não;1;1;0;0;5;2;0;1;1;0;11;9;0;1;61581859128
52;Não;0;2;0;0;6;2;2;8;9;1;20;11;4;5;3834809611
50;Não;1;2;1;0;30;7;3;5;30;0;16;2;3;4;15560460301
29;Sim;0;2;0;0;4;2;0;1;1;2;11;1;0;1;74546345632
33;Não;1;2;1;0;23;7;9;0;14;0;11;7;7;13;55770352176
33;Sim;0;0;2;1;10;0;2;5;6;0;15;16;2;3;32369208930
47;Não;0;2;4;0;30;5;14;1;26;2;11;2;0;26;18268690246
36;Não;0;2;4;0;10;3;7;0;10;0;15;1;5;9;44815084421
29;Não;1;2;0;0;5;1;7;1;10;2;24;23;7;10;11331428987
58;Sim;1;0;0;0;30;7;15;7;40;1;12;2;8;31;46541469302
35;Não;0;0;0;0;5;1;2;3;7;1;13;1;2;2;33346892209
42;Não;0;2;0;0;12;3;3;9;8;2;13;1;2;4;85607123256
28;Sim;1;0;1;0;8;1;2;6;5;1;17;2;1;2;27778473823
36;Não;1;2;5;2;4;8;2;4;8;0;13;13;4;5;59738153702
32;Não;0;2;0;0;12;3;13;1;14;0;12;4;8;14;56231711969
40;Não;1;0;1;0;10;2;0;6;10;1;14;16;0;1;53141479815
30;Não;0;0;1;0;13;3;0;5;12;0;24;2;0;0;9544267895
45;Não;0;0;0;0;4;1;0;1;1;0;14;2;0;1;72447620139
42;Não;1;2;0;0;8;3;8;1;10;0;13;29;8;9;51295837371
38;Não;1;1;0;0;12;4;3;2;13;0;15;12;2;4;15280295058
34;Não;0;0;0;0;5;1;2;1;6;1;16;16;3;5;25122435727
49;Sim;0;2;2;1;15;0;8;1;9;0;18;11;7;9;86656949198
55;Sim;1;0;1;1;10;0;7;4;12;3;16;2;3;9;59405715453
43;Não;1;2;0;0;30;7;1;6;22;2;24;14;0;4;82664971767
27;Não;1;1;3;0;25;7;8;1;9;3;16;5;8;9;60641791379
35;Não;1;0;4;0;20;3;5;3;17;0;21;7;6;8;68024061999
28;Não;0;2;2;1;9;0;7;1;8;1;20;2;5;8;61968842257
34;Não;1;2;5;2;7;8;2;0;4;2;19;3;2;3;69191228532
26;Sim;0;2;1;0;4;1;7;1;8;2;14;5;7;8;57338363173
27;Não;1;2;1;0;3;1;0;1;0;0;11;3;0;0;25666146187
51;Não;0;2;2;1;30;5;6;2;29;1;14;26;17;20;44192550344
44;Não;1;0;1;0;11;4;2;9;10;0;12;4;3;5;19568049062
25;Não;1;0;1;0;6;1;3;7;6;3;13;2;1;4;36794267837
33;Não;1;1;1;1;8;0;8;1;9;0;22;1;8;9;65354523500
35;Não;0;0;1;0;5;1;5;1;6;3;11;27;1;6;74455862011
36;Não;1;2;0;1;12;0;14;1;18;2;14;1;11;18;36944410081
32;Não;1;1;0;1;8;0;2;2;8;1;11;13;3;5;43321596808
30;Não;1;1;0;0;7;1;4;9;10;1;12;5;3;5;416105023
53;Não;0;2;2;1;21;0;2;7;35;2;18;7;4;5;55712361601
45;Não;1;1;2;1;21;0;4;4;18;0;12;9;2;5;79285371484
32;Não;0;2;1;0;10;1;3;5;9;2;12;8;3;5;91329654699
52;Não;0;2;1;0;27;3;8;3;31;1;22;25;0;9;89470933176
37;Não;1;1;2;1;12;0;0;4;9;1;19;16;0;1;39086036005
28;Não;1;1;1;2;9;8;1;1;6;2;13;8;4;5;83280774470
22;Não;1;2;0;0;9;3;2;6;4;2;22;1;2;2;64655637044
44;Não;1;2;0;0;5;2;2;2;10;1;24;8;2;3;17991561178
42;Não;1;0;1;0;5;1;1;5;8;3;14;2;2;2;27129760399
36;Não;1;2;0;2;4;8;4;0;6;0;21;8;3;5;5575840131
25;Não;1;2;4;1;8;0;3;1;5;3;18;3;3;5;85907677911
35;Não;0;2;0;0;21;3;14;1;17;0;20;9;15;17;37812205377
35;Sim;0;1;0;0;4;1;2;1;10;1;19;25;8;10;54601693327
32;Não;1;1;0;0;4;2;0;0;4;0;12;1;2;3;95280403949
25;Não;1;2;2;1;8;0;2;1;5;3;12;4;3;5;84193373429
49;Não;0;2;3;0;7;1;2;2;7;0;16;1;2;4;63294291136
24;Não;1;2;0;0;6;2;2;0;6;3;17;4;4;5;10788058610
32;Não;1;2;0;1;13;0;8;1;10;2;14;5;3;10;27097820617
38;Não;1;2;2;1;5;6;2;0;3;0;19;9;2;2;89710801982
42;Não;0;2;0;0;10;2;3;2;17;0;13;3;3;5;24198569516
31;Não;1;2;0;0;4;1;4;3;8;1;19;11;2;6;83492271069
29;Sim;0;1;1;1;5;6;2;6;5;0;19;1;2;3;78793689538
53;Não;1;2;2;1;23;0;0;5;28;0;14;8;2;2;55515612785
35;Não;1;2;3;0;21;3;10;3;16;0;16;25;8;13;92946093955
37;Não;0;2;1;1;5;6;4;5;10;2;15;21;0;5;88667843703
53;Não;0;0;0;0;28;7;9;6;33;1;18;23;8;12;10247230760
43;Não;0;2;0;0;11;4;2;4;12;0;13;1;2;5;23647051140
47;Não;0;2;2;1;9;0;6;0;8;2;22;2;7;7;93460780147
37;Não;1;0;1;1;15;0;0;1;10;2;13;19;9;10;34588781060
50;Não;1;1;0;0;30;5;6;1;31;1;11;2;7;31;10842897909
39;Não;0;2;0;2;10;8;4;8;13;0;11;2;4;5;91731723544
33;Não;1;1;5;2;4;8;3;3;7;2;11;3;3;4;34003867454
32;Sim;1;0;0;0;5;2;0;1;1;1;24;25;1;1;47663287028
29;Não;0;1;1;0;5;2;3;6;8;3;14;7;3;4;86208322389
44;Não;1;2;0;0;5;1;7;1;8;2;13;9;1;8;95319011508
28;Não;1;0;1;1;9;0;2;1;4;1;14;5;2;4;52475110522
58;Sim;1;1;0;0;4;2;0;9;3;3;14;2;0;1;66956680884
43;Não;0;1;0;0;9;3;0;4;4;0;21;8;0;1;26684053844
20;Sim;0;0;1;1;4;6;2;1;2;0;13;2;2;2;23957301227
21;Sim;0;0;4;0;5;1;0;1;1;3;19;18;0;1;42145514620
36;Não;1;2;0;0;13;4;8;0;17;3;17;14;11;16;23275913760
47;Não;0;0;0;1;6;6;2;1;3;1;18;2;2;3;19468016820
22;Sim;0;2;0;0;8;3;2;0;4;3;19;3;2;3;28985113614
41;Sim;0;1;0;0;5;2;7;4;10;1;13;2;0;7;13230324821
28;Não;0;1;1;0;4;1;2;5;6;0;18;9;2;2;22711638533
39;Sim;1;2;1;0;4;2;2;7;8;0;21;6;2;2;80992941852
27;Não;0;0;0;0;4;1;1;1;1;0;19;4;0;1;83979383093
34;Não;1;1;0;0;4;2;0;1;1;0;14;10;0;1;63374438801
42;Não;0;0;1;1;12;0;4;7;10;2;17;14;3;5;91818862887
33;Não;1;0;4;0;5;1;2;3;6;1;11;1;2;3;24882073219
58;Não;0;1;3;0;21;4;0;2;24;0;13;5;4;6;45731053484
31;Não;1;2;0;1;4;6;7;3;13;1;15;7;2;7;78428355246
35;Não;0;2;0;0;8;4;6;1;10;3;25;21;7;10;19521006951
49;Não;0;2;4;0;14;2;9;4;29;2;11;8;7;26;36668998972
48;Não;1;2;1;0;4;1;0;4;13;1;17;20;0;0;88339975725
31;Não;0;2;2;1;13;0;8;1;9;2;13;20;0;9;78766542632
36;Não;1;0;4;0;9;1;2;2;8;1;18;7;1;6;36603022472
38;Não;0;2;3;0;27;7;12;1;15;0;13;1;11;15;84597786134
32;Não;0;2;0;0;4;2;0;6;5;0;20;1;2;3;41994198352
25;Sim;1;2;2;1;4;6;0;1;1;2;18;19;0;1;70710861700
40;Não;1;1;2;1;19;0;0;2;11;1;12;10;0;1;45604721566
26;Não;1;0;1;1;8;0;7;1;7;0;12;1;7;7;91335684789
41;Não;1;0;1;0;9;2;13;2;20;0;13;6;17;18;62613538802
36;Não;1;0;1;0;5;2;8;4;16;1;21;2;9;11;55944022166
19;Sim;1;0;4;1;4;6;0;1;1;0;13;21;0;1;5020507731
20;Sim;1;0;3;0;5;2;0;1;1;0;19;4;0;1;44154730489
31;Não;0;2;1;0;11;4;7;0;10;0;11;12;5;9;85823360517
40;Não;1;1;1;0;7;1;1;8;3;1;14;9;0;1;12149106720
32;Não;0;2;1;0;13;3;7;1;8;1;12;3;3;8;8548818377
36;Sim;1;2;0;1;20;0;7;1;16;3;11;3;7;16;99819187996
33;Não;0;0;0;0;13;4;0;0;6;0;14;1;4;5;38375230074
37;Sim;1;2;0;1;21;0;1;5;17;1;11;1;7;14;82589620894
45;Não;1;2;0;0;8;2;7;1;9;2;12;4;8;9;26488823511
29;Não;0;2;3;1;4;6;1;1;3;0;15;20;2;3;86149234360
35;Não;0;2;1;1;9;0;2;1;5;0;16;18;0;5;58912869354
52;Não;1;2;0;0;30;5;8;2;26;2;15;1;8;9;83589803156
58;Sim;1;0;3;0;4;1;0;4;7;0;24;2;0;1;17137146199
53;Não;1;1;1;1;29;5;13;6;22;2;13;2;2;17;90800463761
30;Não;1;1;4;1;14;0;4;5;10;2;11;8;7;8;30176494897
38;Não;0;0;3;1;11;0;3;1;6;0;13;10;3;5;19886457619
35;Não;1;1;0;1;15;0;9;6;12;1;13;3;8;10;43290877755
39;Não;1;0;0;1;15;0;7;0;9;4;18;2;7;8;7200236760
40;Sim;0;0;0;1;26;0;0;4;22;0;16;24;0;1;60419121928
47;Não;1;1;1;0;10;3;10;1;20;1;19;16;7;19;64854816881
36;Não;1;1;3;1;10;0;7;4;12;1;13;8;7;7;94689260538
31;Sim;1;0;1;0;4;1;2;0;4;2;22;9;2;3;52153578686
33;Não;1;0;0;1;30;5;8;1;10;0;11;17;0;10;35530642569
29;Sim;0;0;0;0;4;1;0;6;3;0;20;10;0;0;77917698054
33;Não;0;0;0;0;6;1;2;3;5;3;18;13;2;3;17521628958
45;Não;0;1;1;0;4;2;3;3;8;1;14;1;2;5;25420429590
50;Não;1;1;1;0;30;7;4;9;32;2;22;1;3;5;48515823864
33;Não;0;2;4;0;10;4;5;1;6;1;13;1;2;6;84571103130
41;Não;1;1;1;0;30;7;16;2;21;0;17;9;11;18;98399977186
27;Não;0;2;3;0;5;2;2;9;4;1;14;16;2;2;25046815655
45;Não;1;2;0;0;7;2;8;1;9;2;15;23;8;9;38551320684
47;Não;0;0;0;1;8;0;0;1;9;2;17;4;7;9;66697741245
30;Sim;0;2;0;0;4;1;2;4;7;0;11;22;1;5;7275414982
